tree_id,tree_type,tree_lat,tree_lng,"tree_notes",tree_add_date,tree_user_id,tree_private,tree_hash
1174,2,34.24107,-84.40894,"Aub says theres apples here -- Added by craig",08/07/13,76.111.61.195,1,"dn5fz1rk9n"
1175,2,34.24072,-84.42549,"Aub says theres apples here -- Added by craig",08/07/13,76.111.61.195,1,"dn5fyc74xk"
1176,2,33.68261,-84.44419,"mid sized, decent amount of fruit -- Added by ",08/08/13,70.193.135.78,1,"djgzw7tx7v"
1177,2,33.68308,-84.45103,"1914. mid sized. -- Added by ",08/08/13,70.193.135.78,1,"djgzw7bdhm"
1178,18,33.69221,-84.44988,"2 big backyard trees. heavy with fruit -- Added by ",08/08/13,70.193.134.248,1,"djgzwm3rr5"
1179,2,33.916066,-84.111285,"ripe in early Aug 2013 -- Added by ",08/08/13,66.87.108.19,1,"dnh0yn0p3hbn"
1180,2,33.68923,-84.45255,"Tall backyard tree, not the healthiest looking. Maybe half an IKEA bag worth of fruit -- Added by ",08/09/13,98.219.8.154,1,"djgzwhztbz"
1181,8,33.68442,-84.45463,"Big, beautiful backyard fig -- Added by ",08/09/13,98.219.8.154,1,"djgzwhn1br"
1182,8,33.68703,-84.45159,"Good looking fig -- Added by ",08/09/13,98.219.8.154,1,"djgzwk81pm"
1183,2,33.76714,-84.28548,"Apple here Aug 13, according to Mimi\'s friend -- Added by ",08/11/13,76.111.61.195,1,"dnh04515vg"
1184,24,33.785059,-84.337261,"in back of 1122 mailbox -- Added by ",08/11/13,66.87.106.131,1,"dnh00y7kprkp"
1185,2,33.78426,-84.13391,"Belong to chris.s.parker1@gmail.com -- 770-543-8226, 770-414-5964. Ripe very early! And many other trees -- Added by Craig",08/14/13,76.111.61.195,1,"dnh0jqpx9f"
1186,17,33.66684,-84.43782," huge, productitree -- Added by ",08/21/13,70.193.138.66,1,"djgzw8f781"
1187,2,33.66068,-84.4361,"1439 hardin. most productive small tree I\'ve ever seen -- Added by ",08/21/13,70.193.138.66,1,"djgzqxex8m"
1188,18,33.6607,-84.43626," good, productive mid-sized tree -- Added by ",08/21/13,70.193.138.66,1,"djgzqxeru9"
1189,2,33.69152,-84.43643," small tree -- Added by ",08/21/13,70.193.138.66,1,"djgzwt772d"
1190,22,33.82416,-84.3403,"not yet big, but a few fruit -- Added by ",08/30/13,70.193.130.215,1,"dnh02v9208"
1191,13,33.72797,-84.35623," very productive -- Added by ",09/13/13,70.193.129.2,1,"djupb7vxtm"
1192,18,33.7287,-84.35436," baby pear tree -- Added by ",09/13/13,70.193.129.2,1,"djupbkp5bv"
1193,16,33.80239,-84.55722," -- Added by 3 yr seedling-collins select",11/23/13,24.98.61.4,1,"dn5b7ce31y"
1194,16,33.80237,-84.55722,"eastern seedling 4 yr old -- Added by ",11/23/13,24.98.61.4,1,"dn5b7ce31f"
1195,16,33.80239,-84.55722,"3 yr old eastern seedling -- Added by ",11/23/13,24.98.61.4,1,"dn5b7ce31y"
1196,16,33.80238,-84.55722,"4 yr old collins select -- Added by ",11/23/13,24.98.61.4,1,"dn5b7ce31u"
1197,14,33.80235,-84.55737,"6 yr old 9 ft -- Added by ",11/23/13,24.98.61.4,1,"dn5b7ce0yq"
1198,22,33.8023,-84.55723,"5 ft 4 yr old -- Added by ",11/23/13,24.98.61.4,1,"dn5b7ce29t"
1199,21,33.80215,-84.55742,"15 ft -- Added by ",11/23/13,24.98.61.4,1,"dn5b7c7pv3"
1200,17,33.80215,-84.55738,"10 ft  -- Added by ",11/23/13,24.98.61.4,1,"dn5b7c7py1"
1201,8,33.80199,-84.55698,"  -- Added by ",11/23/13,24.98.61.4,1,"dn5b7c7qze"
1202,8,33.80199,-84.55695,"  -- Added by ",11/23/13,24.98.61.4,1,"dn5b7c7wb7"
1203,8,33.802,-84.55691,"  -- Added by ",11/23/13,24.98.61.4,1,"dn5b7c7wcj"
1204,2,33.80215,-84.55734," small tree -- Added by ",11/23/13,24.98.61.4,1,"dn5b7c7pz1"
1205,18,33.80218,-84.55735,"15 ft -- Added by ",11/23/13,24.98.61.4,1,"dn5b7c7pyz"
1206,23,33.80243,-84.55724,"5 yr old -- Added by ",11/23/13,24.98.61.4,1,"dn5b7ce33t"
1207,15,33.80235,-84.55724,"6 yr old pindo palm butia capitata -- Added by ",11/23/13,24.98.61.4,1,"dn5b7ce2cw"
1208,20,33.75207,-84.28781," -- Added by ",12/04/13,24.30.40.19,1,"dnh01brkp9"
1209,18,33.77686,-84.3539,"Pretty large tree in front yard -- Added by Craig",05/15/14,24.99.63.68,1,"dnh00kzk7x"
1210,12,33.78108,-84.26437,"White Mulberry, hangs over a residential fence onto the street. -- Added by stacie.boschma@gmail.com",05/20/14,38.110.37.248,1,"dnh04t8t1c"
1211,12,33.79578,-84.40663," -- Added by Dougall YO",06/09/14,76.97.68.40,1,"dn5br22fwy"
1212,12,33.75567,-84.35119,"abandoned house on corner of Kensington and Hardee -- Added by ",06/15/14,24.99.60.96,1,"dnh009134b"
1213,10,33.77618,-84.29661," -- Added by ",07/08/14,104.5.36.179,1,"dnh01uc0d8"
1214,18,33.67217,-84.45674,"Unknown pear trees growing in abandoned apartment complex -- Added by Nathan Strange 404-909-0911",07/27/14,74.190.17.150,1,"djgzw1u6x7"
1215,18,33.67211,-84.45667,"Unknown pear trees with fruit growing in abandoned apartment complex -- Added by Nathan Strange 404-909-0911",07/27/14,74.190.17.150,1,"djgzw1ud2b"
1216,18,33.67201,-84.45664,"Unknown pear trees with fruit growing in abandoned apartment complex -- Added by Nathan Strange 404-909-0911",07/27/14,74.190.17.150,1,"djgzw1u99t"
1217,2,33.73912,-84.3668,"Rather large apple (crabapple, I think) tree that is in a backyard, overhangs to sidewalk -- Added by ",08/04/14,107.7.54.68,1,"djupbnjbx5"
1218,8,33.73907,-84.36678,"Huge fig tree that overhangs sidewalk, you can smell the figs up the block, owner lets them drop, right next to apple tree -- Added by ",08/04/14,107.7.54.68,1,"djupbnjbrd"
1219,2,33.73357,-84.36503,"Crabapple tree that owner ignores -- Added by ",08/04/14,107.7.54.68,1,"djupbjp223"
1220,3,33.73363,-84.36517,"Same yard as crabapple tree, vines grow right about the sidewalk -- Added by ",08/04/14,107.7.54.68,1,"djupbjp0th"
1221,20,33.78249,-84.33101," -- Added by ",08/29/14,71.56.78.212,1,"dnh01jbj30"
,,,,"",,,,""
